"TREESPARROW_HENAN_1_2004","3"
"HUMAN_VIETNAM_CL105_2005","4"
"TREESPARROW_HENAN_4_2004","3"
"CHICKEN_HEBEI_326_2005","4"
"CHICKEN_HONGKONG_915_1997","1"
"VIETNAM_3062_2004","3"
"GOOSE_HONGKONG_W355_1997","1"
"DUCK_HONGKONG_Y283_1997","1"
"DUCK_VIETNAM_376_2005","4"
"MALLARD_VIETNAM_16_2003","2"
"CHICKEN_THAILAND_KANCHANABURI_CK_160_2005","4"
"DUCK_GUANGZHOU_20_2005","4"
"CK_HK_WF157_2003","2"
"SWINE_ANHUI_2004","3"
"DUCK_VIETNAM_272_2005","4"
"HONGKONG_1997_1998","1"
"GOOSE_SHANTOU_2216_2005","4"
"TREESPARROW_HENAN_3_2004","3"
"PEREGRINEFALCON_HK_D0028_2004","3"
"TREESPARROW_HENAN_2_2004","3"
"HONGKONG_538_1997","1"
